scholarly_search_id,person_id,name_en,name_zh,search_type,url,purpose
SS0231,FM021,Alain Marion,阿蘭・馬里翁,nfa_site,https://www.google.com/search?q=%22Alain%20Marion%22%20flute%20site%3Anfaonline.org,Search National Flute Association pages and publications.
SS0232,FM022,Maxence Larrieu,馬克桑斯・拉里厄,google_scholar,https://scholar.google.com/scholar?q=%22Maxence%20Larrieu%22%20flute,"Search Google Scholar for papers, citations and books."
SS0233,FM022,Maxence Larrieu,馬克桑斯・拉里厄,crossref,https://search.crossref.org/?q=%22Maxence%20Larrieu%22%20flute,Search Crossref for DOI-bearing publications.
SS0234,FM022,Maxence Larrieu,馬克桑斯・拉里厄,semantic_scholar,https://www.semanticscholar.org/search?q=%22Maxence%20Larrieu%22%20flute&sort=relevance,Search Semantic Scholar for papers and citations.
SS0235,FM022,Maxence Larrieu,馬克桑斯・拉里厄,worldcat_books,https://search.worldcat.org/search?q=%22Maxence%20Larrieu%22%20flute,"Search WorldCat for books, recordings, theses and library holdings."
SS0236,FM022,Maxence Larrieu,馬克桑斯・拉里厄,worldcat_dissertations,https://search.worldcat.org/search?q=%22Maxence%20Larrieu%22%20flute%20dissertation%20OR%20thesis,Search WorldCat for thesis/dissertation holdings.
SS0237,FM022,Maxence Larrieu,馬克桑斯・拉里厄,library_of_congress,https://catalog.loc.gov/vwebv/search?searchArg=%22Maxence%20Larrieu%22%20flute&searchCode=GKEY%5E*&searchType=0,Search Library of Congress catalogue.
SS0238,FM022,Maxence Larrieu,馬克桑斯・拉里厄,jstor,https://www.jstor.org/action/doBasicSearch?Query=%22Maxence%20Larrieu%22%20flute,Search JSTOR for journals and book chapters.
SS0239,FM022,Maxence Larrieu,馬克桑斯・拉里厄,project_muse,https://muse.jhu.edu/search?action=search&query=%22Maxence%20Larrieu%22%20flute,Search Project MUSE for humanities scholarship.
SS0240,FM022,Maxence Larrieu,馬克桑斯・拉里厄,proquest,https://www.proquest.com/search?query=%22Maxence%20Larrieu%22%20flute,Search ProQuest for dissertations and scholarly databases; access may require login.
SS0241,FM022,Maxence Larrieu,馬克桑斯・拉里厄,rilm,https://www.rilm.org/,Use RILM Abstracts with the query text; RILM usually requires institutional access.
SS0242,FM022,Maxence Larrieu,馬克桑斯・拉里厄,nfa_site,https://www.google.com/search?q=%22Maxence%20Larrieu%22%20flute%20site%3Anfaonline.org,Search National Flute Association pages and publications.
SS0243,FM023,Aurèle Nicolet,奧雷勒・尼科萊,google_scholar,https://scholar.google.com/scholar?q=%22Aur%C3%A8le%20Nicolet%22%20flute,"Search Google Scholar for papers, citations and books."
SS0244,FM023,Aurèle Nicolet,奧雷勒・尼科萊,crossref,https://search.crossref.org/?q=%22Aur%C3%A8le%20Nicolet%22%20flute,Search Crossref for DOI-bearing publications.
SS0245,FM023,Aurèle Nicolet,奧雷勒・尼科萊,semantic_scholar,https://www.semanticscholar.org/search?q=%22Aur%C3%A8le%20Nicolet%22%20flute&sort=relevance,Search Semantic Scholar for papers and citations.
SS0246,FM023,Aurèle Nicolet,奧雷勒・尼科萊,worldcat_books,https://search.worldcat.org/search?q=%22Aur%C3%A8le%20Nicolet%22%20flute,"Search WorldCat for books, recordings, theses and library holdings."
SS0247,FM023,Aurèle Nicolet,奧雷勒・尼科萊,worldcat_dissertations,https://search.worldcat.org/search?q=%22Aur%C3%A8le%20Nicolet%22%20flute%20dissertation%20OR%20thesis,Search WorldCat for thesis/dissertation holdings.
SS0248,FM023,Aurèle Nicolet,奧雷勒・尼科萊,library_of_congress,https://catalog.loc.gov/vwebv/search?searchArg=%22Aur%C3%A8le%20Nicolet%22%20flute&searchCode=GKEY%5E*&searchType=0,Search Library of Congress catalogue.
SS0249,FM023,Aurèle Nicolet,奧雷勒・尼科萊,jstor,https://www.jstor.org/action/doBasicSearch?Query=%22Aur%C3%A8le%20Nicolet%22%20flute,Search JSTOR for journals and book chapters.
SS0250,FM023,Aurèle Nicolet,奧雷勒・尼科萊,project_muse,https://muse.jhu.edu/search?action=search&query=%22Aur%C3%A8le%20Nicolet%22%20flute,Search Project MUSE for humanities scholarship.
SS0251,FM023,Aurèle Nicolet,奧雷勒・尼科萊,proquest,https://www.proquest.com/search?query=%22Aur%C3%A8le%20Nicolet%22%20flute,Search ProQuest for dissertations and scholarly databases; access may require login.
SS0252,FM023,Aurèle Nicolet,奧雷勒・尼科萊,rilm,https://www.rilm.org/,Use RILM Abstracts with the query text; RILM usually requires institutional access.
SS0253,FM023,Aurèle Nicolet,奧雷勒・尼科萊,nfa_site,https://www.google.com/search?q=%22Aur%C3%A8le%20Nicolet%22%20flute%20site%3Anfaonline.org,Search National Flute Association pages and publications.
SS0254,FM024,Peter-Lukas Graf,彼得-盧卡斯・格拉夫,google_scholar,https://scholar.google.com/scholar?q=%22Peter-Lukas%20Graf%22%20flute,"Search Google Scholar for papers, citations and books."
SS0255,FM024,Peter-Lukas Graf,彼得-盧卡斯・格拉夫,crossref,https://search.crossref.org/?q=%22Peter-Lukas%20Graf%22%20flute,Search Crossref for DOI-bearing publications.
SS0256,FM024,Peter-Lukas Graf,彼得-盧卡斯・格拉夫,semantic_scholar,https://www.semanticscholar.org/search?q=%22Peter-Lukas%20Graf%22%20flute&sort=relevance,Search Semantic Scholar for papers and citations.
SS0257,FM024,Peter-Lukas Graf,彼得-盧卡斯・格拉夫,worldcat_books,https://search.worldcat.org/search?q=%22Peter-Lukas%20Graf%22%20flute,"Search WorldCat for books, recordings, theses and library holdings."
SS0258,FM024,Peter-Lukas Graf,彼得-盧卡斯・格拉夫,worldcat_dissertations,https://search.worldcat.org/search?q=%22Peter-Lukas%20Graf%22%20flute%20dissertation%20OR%20thesis,Search WorldCat for thesis/dissertation holdings.
SS0259,FM024,Peter-Lukas Graf,彼得-盧卡斯・格拉夫,library_of_congress,https://catalog.loc.gov/vwebv/search?searchArg=%22Peter-Lukas%20Graf%22%20flute&searchCode=GKEY%5E*&searchType=0,Search Library of Congress catalogue.
SS0260,FM024,Peter-Lukas Graf,彼得-盧卡斯・格拉夫,jstor,https://www.jstor.org/action/doBasicSearch?Query=%22Peter-Lukas%20Graf%22%20flute,Search JSTOR for journals and book chapters.
SS0261,FM024,Peter-Lukas Graf,彼得-盧卡斯・格拉夫,project_muse,https://muse.jhu.edu/search?action=search&query=%22Peter-Lukas%20Graf%22%20flute,Search Project MUSE for humanities scholarship.
SS0262,FM024,Peter-Lukas Graf,彼得-盧卡斯・格拉夫,proquest,https://www.proquest.com/search?query=%22Peter-Lukas%20Graf%22%20flute,Search ProQuest for dissertations and scholarly databases; access may require login.
SS0263,FM024,Peter-Lukas Graf,彼得-盧卡斯・格拉夫,rilm,https://www.rilm.org/,Use RILM Abstracts with the query text; RILM usually requires institutional access.
SS0264,FM024,Peter-Lukas Graf,彼得-盧卡斯・格拉夫,nfa_site,https://www.google.com/search?q=%22Peter-Lukas%20Graf%22%20flute%20site%3Anfaonline.org,Search National Flute Association pages and publications.
SS0265,FM025,Severino Gazzelloni,塞韋里諾・加澤洛尼,google_scholar,https://scholar.google.com/scholar?q=%22Severino%20Gazzelloni%22%20flute,"Search Google Scholar for papers, citations and books."
SS0266,FM025,Severino Gazzelloni,塞韋里諾・加澤洛尼,crossref,https://search.crossref.org/?q=%22Severino%20Gazzelloni%22%20flute,Search Crossref for DOI-bearing publications.
SS0267,FM025,Severino Gazzelloni,塞韋里諾・加澤洛尼,semantic_scholar,https://www.semanticscholar.org/search?q=%22Severino%20Gazzelloni%22%20flute&sort=relevance,Search Semantic Scholar for papers and citations.
SS0268,FM025,Severino Gazzelloni,塞韋里諾・加澤洛尼,worldcat_books,https://search.worldcat.org/search?q=%22Severino%20Gazzelloni%22%20flute,"Search WorldCat for books, recordings, theses and library holdings."
SS0269,FM025,Severino Gazzelloni,塞韋里諾・加澤洛尼,worldcat_dissertations,https://search.worldcat.org/search?q=%22Severino%20Gazzelloni%22%20flute%20dissertation%20OR%20thesis,Search WorldCat for thesis/dissertation holdings.
SS0270,FM025,Severino Gazzelloni,塞韋里諾・加澤洛尼,library_of_congress,https://catalog.loc.gov/vwebv/search?searchArg=%22Severino%20Gazzelloni%22%20flute&searchCode=GKEY%5E*&searchType=0,Search Library of Congress catalogue.
SS0271,FM025,Severino Gazzelloni,塞韋里諾・加澤洛尼,jstor,https://www.jstor.org/action/doBasicSearch?Query=%22Severino%20Gazzelloni%22%20flute,Search JSTOR for journals and book chapters.
SS0272,FM025,Severino Gazzelloni,塞韋里諾・加澤洛尼,project_muse,https://muse.jhu.edu/search?action=search&query=%22Severino%20Gazzelloni%22%20flute,Search Project MUSE for humanities scholarship.
SS0273,FM025,Severino Gazzelloni,塞韋里諾・加澤洛尼,proquest,https://www.proquest.com/search?query=%22Severino%20Gazzelloni%22%20flute,Search ProQuest for dissertations and scholarly databases; access may require login.
SS0274,FM025,Severino Gazzelloni,塞韋里諾・加澤洛尼,rilm,https://www.rilm.org/,Use RILM Abstracts with the query text; RILM usually requires institutional access.
SS0275,FM025,Severino Gazzelloni,塞韋里諾・加澤洛尼,nfa_site,https://www.google.com/search?q=%22Severino%20Gazzelloni%22%20flute%20site%3Anfaonline.org,Search National Flute Association pages and publications.
SS0276,FM026,James Galway,詹姆斯・高威,google_scholar,https://scholar.google.com/scholar?q=%22James%20Galway%22%20flute,"Search Google Scholar for papers, citations and books."
SS0277,FM026,James Galway,詹姆斯・高威,crossref,https://search.crossref.org/?q=%22James%20Galway%22%20flute,Search Crossref for DOI-bearing publications.
SS0278,FM026,James Galway,詹姆斯・高威,semantic_scholar,https://www.semanticscholar.org/search?q=%22James%20Galway%22%20flute&sort=relevance,Search Semantic Scholar for papers and citations.
SS0279,FM026,James Galway,詹姆斯・高威,worldcat_books,https://search.worldcat.org/search?q=%22James%20Galway%22%20flute,"Search WorldCat for books, recordings, theses and library holdings."
SS0280,FM026,James Galway,詹姆斯・高威,worldcat_dissertations,https://search.worldcat.org/search?q=%22James%20Galway%22%20flute%20dissertation%20OR%20thesis,Search WorldCat for thesis/dissertation holdings.
SS0281,FM026,James Galway,詹姆斯・高威,library_of_congress,https://catalog.loc.gov/vwebv/search?searchArg=%22James%20Galway%22%20flute&searchCode=GKEY%5E*&searchType=0,Search Library of Congress catalogue.
SS0282,FM026,James Galway,詹姆斯・高威,jstor,https://www.jstor.org/action/doBasicSearch?Query=%22James%20Galway%22%20flute,Search JSTOR for journals and book chapters.
SS0283,FM026,James Galway,詹姆斯・高威,project_muse,https://muse.jhu.edu/search?action=search&query=%22James%20Galway%22%20flute,Search Project MUSE for humanities scholarship.
SS0284,FM026,James Galway,詹姆斯・高威,proquest,https://www.proquest.com/search?query=%22James%20Galway%22%20flute,Search ProQuest for dissertations and scholarly databases; access may require login.
SS0285,FM026,James Galway,詹姆斯・高威,rilm,https://www.rilm.org/,Use RILM Abstracts with the query text; RILM usually requires institutional access.
SS0286,FM026,James Galway,詹姆斯・高威,nfa_site,https://www.google.com/search?q=%22James%20Galway%22%20flute%20site%3Anfaonline.org,Search National Flute Association pages and publications.
SS0287,FM027,William Bennett,威廉・班奈特,google_scholar,https://scholar.google.com/scholar?q=%22William%20Bennett%22%20flute,"Search Google Scholar for papers, citations and books."
SS0288,FM027,William Bennett,威廉・班奈特,crossref,https://search.crossref.org/?q=%22William%20Bennett%22%20flute,Search Crossref for DOI-bearing publications.
SS0289,FM027,William Bennett,威廉・班奈特,semantic_scholar,https://www.semanticscholar.org/search?q=%22William%20Bennett%22%20flute&sort=relevance,Search Semantic Scholar for papers and citations.
SS0290,FM027,William Bennett,威廉・班奈特,worldcat_books,https://search.worldcat.org/search?q=%22William%20Bennett%22%20flute,"Search WorldCat for books, recordings, theses and library holdings."
SS0291,FM027,William Bennett,威廉・班奈特,worldcat_dissertations,https://search.worldcat.org/search?q=%22William%20Bennett%22%20flute%20dissertation%20OR%20thesis,Search WorldCat for thesis/dissertation holdings.
SS0292,FM027,William Bennett,威廉・班奈特,library_of_congress,https://catalog.loc.gov/vwebv/search?searchArg=%22William%20Bennett%22%20flute&searchCode=GKEY%5E*&searchType=0,Search Library of Congress catalogue.
SS0293,FM027,William Bennett,威廉・班奈特,jstor,https://www.jstor.org/action/doBasicSearch?Query=%22William%20Bennett%22%20flute,Search JSTOR for journals and book chapters.
SS0294,FM027,William Bennett,威廉・班奈特,project_muse,https://muse.jhu.edu/search?action=search&query=%22William%20Bennett%22%20flute,Search Project MUSE for humanities scholarship.
SS0295,FM027,William Bennett,威廉・班奈特,proquest,https://www.proquest.com/search?query=%22William%20Bennett%22%20flute,Search ProQuest for dissertations and scholarly databases; access may require login.
SS0296,FM027,William Bennett,威廉・班奈特,rilm,https://www.rilm.org/,Use RILM Abstracts with the query text; RILM usually requires institutional access.
SS0297,FM027,William Bennett,威廉・班奈特,nfa_site,https://www.google.com/search?q=%22William%20Bennett%22%20flute%20site%3Anfaonline.org,Search National Flute Association pages and publications.
SS0298,FM028,Geoffrey Gilbert,傑弗里・吉爾伯特,google_scholar,https://scholar.google.com/scholar?q=%22Geoffrey%20Gilbert%22%20flute,"Search Google Scholar for papers, citations and books."
SS0299,FM028,Geoffrey Gilbert,傑弗里・吉爾伯特,crossref,https://search.crossref.org/?q=%22Geoffrey%20Gilbert%22%20flute,Search Crossref for DOI-bearing publications.
SS0300,FM028,Geoffrey Gilbert,傑弗里・吉爾伯特,semantic_scholar,https://www.semanticscholar.org/search?q=%22Geoffrey%20Gilbert%22%20flute&sort=relevance,Search Semantic Scholar for papers and citations.
SS0301,FM028,Geoffrey Gilbert,傑弗里・吉爾伯特,worldcat_books,https://search.worldcat.org/search?q=%22Geoffrey%20Gilbert%22%20flute,"Search WorldCat for books, recordings, theses and library holdings."
SS0302,FM028,Geoffrey Gilbert,傑弗里・吉爾伯特,worldcat_dissertations,https://search.worldcat.org/search?q=%22Geoffrey%20Gilbert%22%20flute%20dissertation%20OR%20thesis,Search WorldCat for thesis/dissertation holdings.
SS0303,FM028,Geoffrey Gilbert,傑弗里・吉爾伯特,library_of_congress,https://catalog.loc.gov/vwebv/search?searchArg=%22Geoffrey%20Gilbert%22%20flute&searchCode=GKEY%5E*&searchType=0,Search Library of Congress catalogue.
SS0304,FM028,Geoffrey Gilbert,傑弗里・吉爾伯特,jstor,https://www.jstor.org/action/doBasicSearch?Query=%22Geoffrey%20Gilbert%22%20flute,Search JSTOR for journals and book chapters.
SS0305,FM028,Geoffrey Gilbert,傑弗里・吉爾伯特,project_muse,https://muse.jhu.edu/search?action=search&query=%22Geoffrey%20Gilbert%22%20flute,Search Project MUSE for humanities scholarship.
SS0306,FM028,Geoffrey Gilbert,傑弗里・吉爾伯特,proquest,https://www.proquest.com/search?query=%22Geoffrey%20Gilbert%22%20flute,Search ProQuest for dissertations and scholarly databases; access may require login.
SS0307,FM028,Geoffrey Gilbert,傑弗里・吉爾伯特,rilm,https://www.rilm.org/,Use RILM Abstracts with the query text; RILM usually requires institutional access.
SS0308,FM028,Geoffrey Gilbert,傑弗里・吉爾伯特,nfa_site,https://www.google.com/search?q=%22Geoffrey%20Gilbert%22%20flute%20site%3Anfaonline.org,Search National Flute Association pages and publications.
SS0309,FM029,Michel Debost,米歇爾・德博斯特,google_scholar,https://scholar.google.com/scholar?q=%22Michel%20Debost%22%20flute,"Search Google Scholar for papers, citations and books."
SS0310,FM029,Michel Debost,米歇爾・德博斯特,crossref,https://search.crossref.org/?q=%22Michel%20Debost%22%20flute,Search Crossref for DOI-bearing publications.
SS0311,FM029,Michel Debost,米歇爾・德博斯特,semantic_scholar,https://www.semanticscholar.org/search?q=%22Michel%20Debost%22%20flute&sort=relevance,Search Semantic Scholar for papers and citations.
SS0312,FM029,Michel Debost,米歇爾・德博斯特,worldcat_books,https://search.worldcat.org/search?q=%22Michel%20Debost%22%20flute,"Search WorldCat for books, recordings, theses and library holdings."
SS0313,FM029,Michel Debost,米歇爾・德博斯特,worldcat_dissertations,https://search.worldcat.org/search?q=%22Michel%20Debost%22%20flute%20dissertation%20OR%20thesis,Search WorldCat for thesis/dissertation holdings.
SS0314,FM029,Michel Debost,米歇爾・德博斯特,library_of_congress,https://catalog.loc.gov/vwebv/search?searchArg=%22Michel%20Debost%22%20flute&searchCode=GKEY%5E*&searchType=0,Search Library of Congress catalogue.
SS0315,FM029,Michel Debost,米歇爾・德博斯特,jstor,https://www.jstor.org/action/doBasicSearch?Query=%22Michel%20Debost%22%20flute,Search JSTOR for journals and book chapters.
SS0316,FM029,Michel Debost,米歇爾・德博斯特,project_muse,https://muse.jhu.edu/search?action=search&query=%22Michel%20Debost%22%20flute,Search Project MUSE for humanities scholarship.
SS0317,FM029,Michel Debost,米歇爾・德博斯特,proquest,https://www.proquest.com/search?query=%22Michel%20Debost%22%20flute,Search ProQuest for dissertations and scholarly databases; access may require login.
SS0318,FM029,Michel Debost,米歇爾・德博斯特,rilm,https://www.rilm.org/,Use RILM Abstracts with the query text; RILM usually requires institutional access.
SS0319,FM029,Michel Debost,米歇爾・德博斯特,nfa_site,https://www.google.com/search?q=%22Michel%20Debost%22%20flute%20site%3Anfaonline.org,Search National Flute Association pages and publications.
SS0320,FM030,Trevor Wye,特雷弗・懷伊,google_scholar,https://scholar.google.com/scholar?q=%22Trevor%20Wye%22%20flute,"Search Google Scholar for papers, citations and books."
SS0321,FM030,Trevor Wye,特雷弗・懷伊,crossref,https://search.crossref.org/?q=%22Trevor%20Wye%22%20flute,Search Crossref for DOI-bearing publications.
SS0322,FM030,Trevor Wye,特雷弗・懷伊,semantic_scholar,https://www.semanticscholar.org/search?q=%22Trevor%20Wye%22%20flute&sort=relevance,Search Semantic Scholar for papers and citations.
SS0323,FM030,Trevor Wye,特雷弗・懷伊,worldcat_books,https://search.worldcat.org/search?q=%22Trevor%20Wye%22%20flute,"Search WorldCat for books, recordings, theses and library holdings."
SS0324,FM030,Trevor Wye,特雷弗・懷伊,worldcat_dissertations,https://search.worldcat.org/search?q=%22Trevor%20Wye%22%20flute%20dissertation%20OR%20thesis,Search WorldCat for thesis/dissertation holdings.
SS0325,FM030,Trevor Wye,特雷弗・懷伊,library_of_congress,https://catalog.loc.gov/vwebv/search?searchArg=%22Trevor%20Wye%22%20flute&searchCode=GKEY%5E*&searchType=0,Search Library of Congress catalogue.
SS0326,FM030,Trevor Wye,特雷弗・懷伊,jstor,https://www.jstor.org/action/doBasicSearch?Query=%22Trevor%20Wye%22%20flute,Search JSTOR for journals and book chapters.
SS0327,FM030,Trevor Wye,特雷弗・懷伊,project_muse,https://muse.jhu.edu/search?action=search&query=%22Trevor%20Wye%22%20flute,Search Project MUSE for humanities scholarship.
SS0328,FM030,Trevor Wye,特雷弗・懷伊,proquest,https://www.proquest.com/search?query=%22Trevor%20Wye%22%20flute,Search ProQuest for dissertations and scholarly databases; access may require login.
SS0329,FM030,Trevor Wye,特雷弗・懷伊,rilm,https://www.rilm.org/,Use RILM Abstracts with the query text; RILM usually requires institutional access.
SS0330,FM030,Trevor Wye,特雷弗・懷伊,nfa_site,https://www.google.com/search?q=%22Trevor%20Wye%22%20flute%20site%3Anfaonline.org,Search National Flute Association pages and publications.
SS0331,FM031,Louis Moyse,路易・莫伊茲,google_scholar,https://scholar.google.com/scholar?q=%22Louis%20Moyse%22%20flute,"Search Google Scholar for papers, citations and books."
SS0332,FM031,Louis Moyse,路易・莫伊茲,crossref,https://search.crossref.org/?q=%22Louis%20Moyse%22%20flute,Search Crossref for DOI-bearing publications.
SS0333,FM031,Louis Moyse,路易・莫伊茲,semantic_scholar,https://www.semanticscholar.org/search?q=%22Louis%20Moyse%22%20flute&sort=relevance,Search Semantic Scholar for papers and citations.
SS0334,FM031,Louis Moyse,路易・莫伊茲,worldcat_books,https://search.worldcat.org/search?q=%22Louis%20Moyse%22%20flute,"Search WorldCat for books, recordings, theses and library holdings."
SS0335,FM031,Louis Moyse,路易・莫伊茲,worldcat_dissertations,https://search.worldcat.org/search?q=%22Louis%20Moyse%22%20flute%20dissertation%20OR%20thesis,Search WorldCat for thesis/dissertation holdings.
SS0336,FM031,Louis Moyse,路易・莫伊茲,library_of_congress,https://catalog.loc.gov/vwebv/search?searchArg=%22Louis%20Moyse%22%20flute&searchCode=GKEY%5E*&searchType=0,Search Library of Congress catalogue.
SS0337,FM031,Louis Moyse,路易・莫伊茲,jstor,https://www.jstor.org/action/doBasicSearch?Query=%22Louis%20Moyse%22%20flute,Search JSTOR for journals and book chapters.
SS0338,FM031,Louis Moyse,路易・莫伊茲,project_muse,https://muse.jhu.edu/search?action=search&query=%22Louis%20Moyse%22%20flute,Search Project MUSE for humanities scholarship.
SS0339,FM031,Louis Moyse,路易・莫伊茲,proquest,https://www.proquest.com/search?query=%22Louis%20Moyse%22%20flute,Search ProQuest for dissertations and scholarly databases; access may require login.
SS0340,FM031,Louis Moyse,路易・莫伊茲,rilm,https://www.rilm.org/,Use RILM Abstracts with the query text; RILM usually requires institutional access.
SS0341,FM031,Louis Moyse,路易・莫伊茲,nfa_site,https://www.google.com/search?q=%22Louis%20Moyse%22%20flute%20site%3Anfaonline.org,Search National Flute Association pages and publications.
SS0342,FM032,Robert Willoughby,羅伯特・威洛比,google_scholar,https://scholar.google.com/scholar?q=%22Robert%20Willoughby%22%20flute,"Search Google Scholar for papers, citations and books."
SS0343,FM032,Robert Willoughby,羅伯特・威洛比,crossref,https://search.crossref.org/?q=%22Robert%20Willoughby%22%20flute,Search Crossref for DOI-bearing publications.
SS0344,FM032,Robert Willoughby,羅伯特・威洛比,semantic_scholar,https://www.semanticscholar.org/search?q=%22Robert%20Willoughby%22%20flute&sort=relevance,Search Semantic Scholar for papers and citations.
SS0345,FM032,Robert Willoughby,羅伯特・威洛比,worldcat_books,https://search.worldcat.org/search?q=%22Robert%20Willoughby%22%20flute,"Search WorldCat for books, recordings, theses and library holdings."
SS0346,FM032,Robert Willoughby,羅伯特・威洛比,worldcat_dissertations,https://search.worldcat.org/search?q=%22Robert%20Willoughby%22%20flute%20dissertation%20OR%20thesis,Search WorldCat for thesis/dissertation holdings.
SS0347,FM032,Robert Willoughby,羅伯特・威洛比,library_of_congress,https://catalog.loc.gov/vwebv/search?searchArg=%22Robert%20Willoughby%22%20flute&searchCode=GKEY%5E*&searchType=0,Search Library of Congress catalogue.
SS0348,FM032,Robert Willoughby,羅伯特・威洛比,jstor,https://www.jstor.org/action/doBasicSearch?Query=%22Robert%20Willoughby%22%20flute,Search JSTOR for journals and book chapters.
SS0349,FM032,Robert Willoughby,羅伯特・威洛比,project_muse,https://muse.jhu.edu/search?action=search&query=%22Robert%20Willoughby%22%20flute,Search Project MUSE for humanities scholarship.
SS0350,FM032,Robert Willoughby,羅伯特・威洛比,proquest,https://www.proquest.com/search?query=%22Robert%20Willoughby%22%20flute,Search ProQuest for dissertations and scholarly databases; access may require login.
SS0351,FM032,Robert Willoughby,羅伯特・威洛比,rilm,https://www.rilm.org/,Use RILM Abstracts with the query text; RILM usually requires institutional access.
SS0352,FM032,Robert Willoughby,羅伯特・威洛比,nfa_site,https://www.google.com/search?q=%22Robert%20Willoughby%22%20flute%20site%3Anfaonline.org,Search National Flute Association pages and publications.
SS0353,FM033,Samuel Baron,塞繆爾・巴倫,google_scholar,https://scholar.google.com/scholar?q=%22Samuel%20Baron%22%20flute,"Search Google Scholar for papers, citations and books."
SS0354,FM033,Samuel Baron,塞繆爾・巴倫,crossref,https://search.crossref.org/?q=%22Samuel%20Baron%22%20flute,Search Crossref for DOI-bearing publications.
SS0355,FM033,Samuel Baron,塞繆爾・巴倫,semantic_scholar,https://www.semanticscholar.org/search?q=%22Samuel%20Baron%22%20flute&sort=relevance,Search Semantic Scholar for papers and citations.
SS0356,FM033,Samuel Baron,塞繆爾・巴倫,worldcat_books,https://search.worldcat.org/search?q=%22Samuel%20Baron%22%20flute,"Search WorldCat for books, recordings, theses and library holdings."
SS0357,FM033,Samuel Baron,塞繆爾・巴倫,worldcat_dissertations,https://search.worldcat.org/search?q=%22Samuel%20Baron%22%20flute%20dissertation%20OR%20thesis,Search WorldCat for thesis/dissertation holdings.
SS0358,FM033,Samuel Baron,塞繆爾・巴倫,library_of_congress,https://catalog.loc.gov/vwebv/search?searchArg=%22Samuel%20Baron%22%20flute&searchCode=GKEY%5E*&searchType=0,Search Library of Congress catalogue.
SS0359,FM033,Samuel Baron,塞繆爾・巴倫,jstor,https://www.jstor.org/action/doBasicSearch?Query=%22Samuel%20Baron%22%20flute,Search JSTOR for journals and book chapters.
SS0360,FM033,Samuel Baron,塞繆爾・巴倫,project_muse,https://muse.jhu.edu/search?action=search&query=%22Samuel%20Baron%22%20flute,Search Project MUSE for humanities scholarship.
SS0361,FM033,Samuel Baron,塞繆爾・巴倫,proquest,https://www.proquest.com/search?query=%22Samuel%20Baron%22%20flute,Search ProQuest for dissertations and scholarly databases; access may require login.
SS0362,FM033,Samuel Baron,塞繆爾・巴倫,rilm,https://www.rilm.org/,Use RILM Abstracts with the query text; RILM usually requires institutional access.
SS0363,FM033,Samuel Baron,塞繆爾・巴倫,nfa_site,https://www.google.com/search?q=%22Samuel%20Baron%22%20flute%20site%3Anfaonline.org,Search National Flute Association pages and publications.
SS0364,FM034,Albert Tipton,阿爾伯特・蒂普頓,google_scholar,https://scholar.google.com/scholar?q=%22Albert%20Tipton%22%20flute,"Search Google Scholar for papers, citations and books."
SS0365,FM034,Albert Tipton,阿爾伯特・蒂普頓,crossref,https://search.crossref.org/?q=%22Albert%20Tipton%22%20flute,Search Crossref for DOI-bearing publications.
SS0366,FM034,Albert Tipton,阿爾伯特・蒂普頓,semantic_scholar,https://www.semanticscholar.org/search?q=%22Albert%20Tipton%22%20flute&sort=relevance,Search Semantic Scholar for papers and citations.
SS0367,FM034,Albert Tipton,阿爾伯特・蒂普頓,worldcat_books,https://search.worldcat.org/search?q=%22Albert%20Tipton%22%20flute,"Search WorldCat for books, recordings, theses and library holdings."
SS0368,FM034,Albert Tipton,阿爾伯特・蒂普頓,worldcat_dissertations,https://search.worldcat.org/search?q=%22Albert%20Tipton%22%20flute%20dissertation%20OR%20thesis,Search WorldCat for thesis/dissertation holdings.
SS0369,FM034,Albert Tipton,阿爾伯特・蒂普頓,library_of_congress,https://catalog.loc.gov/vwebv/search?searchArg=%22Albert%20Tipton%22%20flute&searchCode=GKEY%5E*&searchType=0,Search Library of Congress catalogue.
SS0370,FM034,Albert Tipton,阿爾伯特・蒂普頓,jstor,https://www.jstor.org/action/doBasicSearch?Query=%22Albert%20Tipton%22%20flute,Search JSTOR for journals and book chapters.
SS0371,FM034,Albert Tipton,阿爾伯特・蒂普頓,project_muse,https://muse.jhu.edu/search?action=search&query=%22Albert%20Tipton%22%20flute,Search Project MUSE for humanities scholarship.
SS0372,FM034,Albert Tipton,阿爾伯特・蒂普頓,proquest,https://www.proquest.com/search?query=%22Albert%20Tipton%22%20flute,Search ProQuest for dissertations and scholarly databases; access may require login.
SS0373,FM034,Albert Tipton,阿爾伯特・蒂普頓,rilm,https://www.rilm.org/,Use RILM Abstracts with the query text; RILM usually requires institutional access.
SS0374,FM034,Albert Tipton,阿爾伯特・蒂普頓,nfa_site,https://www.google.com/search?q=%22Albert%20Tipton%22%20flute%20site%3Anfaonline.org,Search National Flute Association pages and publications.
SS0375,FM035,Frances Blaisdell,弗朗西絲・布萊斯德爾,google_scholar,https://scholar.google.com/scholar?q=%22Frances%20Blaisdell%22%20flute,"Search Google Scholar for papers, citations and books."
SS0376,FM035,Frances Blaisdell,弗朗西絲・布萊斯德爾,crossref,https://search.crossref.org/?q=%22Frances%20Blaisdell%22%20flute,Search Crossref for DOI-bearing publications.
