recording_search_id,person_id,name_en,name_zh,search_type,url,purpose
RS0155,FM031,Louis Moyse,路易・莫伊茲,youtube_performance_search,https://www.youtube.com/results?search_query=Louis%20Moyse%20flute,"Find publicly available performances, interviews and masterclasses."
RS0156,FM031,Louis Moyse,路易・莫伊茲,spotify_search,https://open.spotify.com/search/Louis%20Moyse%20flute,Search streaming releases; verify against labels/catalogues before citation.
RS0157,FM032,Robert Willoughby,羅伯特・威洛比,musicbrainz_search,https://musicbrainz.org/search?query=Robert%20Willoughby%20flute&type=artist&method=indexed,Search MusicBrainz for an artist recording authority.
RS0158,FM032,Robert Willoughby,羅伯特・威洛比,discogs_search,https://www.discogs.com/search/?q=Robert%20Willoughby%20flute&type=all,Search Discogs for commercial releases.
RS0159,FM032,Robert Willoughby,羅伯特・威洛比,worldcat_recordings,https://search.worldcat.org/search?q=Robert%20Willoughby%20flute%20recordings,Search library catalogues for recordings and media holdings.
RS0160,FM032,Robert Willoughby,羅伯特・威洛比,youtube_performance_search,https://www.youtube.com/results?search_query=Robert%20Willoughby%20flute,"Find publicly available performances, interviews and masterclasses."
RS0161,FM032,Robert Willoughby,羅伯特・威洛比,spotify_search,https://open.spotify.com/search/Robert%20Willoughby%20flute,Search streaming releases; verify against labels/catalogues before citation.
RS0162,FM033,Samuel Baron,塞繆爾・巴倫,musicbrainz_artist,https://musicbrainz.org/artist/f905e00c-9bfc-4dda-8e2b-8630d93ee551,MusicBrainz artist page for recordings and release groups.
RS0163,FM033,Samuel Baron,塞繆爾・巴倫,discogs_artist,https://www.discogs.com/artist/652186,Discogs artist page for commercial release data.
RS0164,FM033,Samuel Baron,塞繆爾・巴倫,worldcat_recordings,https://search.worldcat.org/search?q=Samuel%20Baron%20flute%20recordings,Search library catalogues for recordings and media holdings.
RS0165,FM033,Samuel Baron,塞繆爾・巴倫,youtube_performance_search,https://www.youtube.com/results?search_query=Samuel%20Baron%20flute,"Find publicly available performances, interviews and masterclasses."
RS0166,FM033,Samuel Baron,塞繆爾・巴倫,spotify_search,https://open.spotify.com/search/Samuel%20Baron%20flute,Search streaming releases; verify against labels/catalogues before citation.
RS0167,FM034,Albert Tipton,阿爾伯特・蒂普頓,musicbrainz_artist,https://musicbrainz.org/artist/6d96afd0-2392-494d-80f8-4e9bf55084f9,MusicBrainz artist page for recordings and release groups.
RS0168,FM034,Albert Tipton,阿爾伯特・蒂普頓,discogs_artist,https://www.discogs.com/artist/3689743,Discogs artist page for commercial release data.
RS0169,FM034,Albert Tipton,阿爾伯特・蒂普頓,worldcat_recordings,https://search.worldcat.org/search?q=Albert%20Tipton%20flute%20recordings,Search library catalogues for recordings and media holdings.
RS0170,FM034,Albert Tipton,阿爾伯特・蒂普頓,youtube_performance_search,https://www.youtube.com/results?search_query=Albert%20Tipton%20flute,"Find publicly available performances, interviews and masterclasses."
RS0171,FM034,Albert Tipton,阿爾伯特・蒂普頓,spotify_search,https://open.spotify.com/search/Albert%20Tipton%20flute,Search streaming releases; verify against labels/catalogues before citation.
RS0172,FM035,Frances Blaisdell,弗朗西絲・布萊斯德爾,musicbrainz_artist,https://musicbrainz.org/artist/366d45df-d320-4da5-9c08-ffd355742706,MusicBrainz artist page for recordings and release groups.
RS0173,FM035,Frances Blaisdell,弗朗西絲・布萊斯德爾,discogs_search,https://www.discogs.com/search/?q=Frances%20Blaisdell%20flute&type=all,Search Discogs for commercial releases.
RS0174,FM035,Frances Blaisdell,弗朗西絲・布萊斯德爾,worldcat_recordings,https://search.worldcat.org/search?q=Frances%20Blaisdell%20flute%20recordings,Search library catalogues for recordings and media holdings.
RS0175,FM035,Frances Blaisdell,弗朗西絲・布萊斯德爾,youtube_performance_search,https://www.youtube.com/results?search_query=Frances%20Blaisdell%20flute,"Find publicly available performances, interviews and masterclasses."
RS0176,FM035,Frances Blaisdell,弗朗西絲・布萊斯德爾,spotify_search,https://open.spotify.com/search/Frances%20Blaisdell%20flute,Search streaming releases; verify against labels/catalogues before citation.
RS0177,FM036,Doriot Anthony Dwyer,多里奧特・安東尼・德懷爾,musicbrainz_artist,https://musicbrainz.org/artist/71f18f4f-9e51-4388-a74c-439264f617f0,MusicBrainz artist page for recordings and release groups.
RS0178,FM036,Doriot Anthony Dwyer,多里奧特・安東尼・德懷爾,discogs_artist,https://www.discogs.com/artist/1056950,Discogs artist page for commercial release data.
RS0179,FM036,Doriot Anthony Dwyer,多里奧特・安東尼・德懷爾,worldcat_recordings,https://search.worldcat.org/search?q=Doriot%20Anthony%20Dwyer%20flute%20recordings,Search library catalogues for recordings and media holdings.
RS0180,FM036,Doriot Anthony Dwyer,多里奧特・安東尼・德懷爾,youtube_performance_search,https://www.youtube.com/results?search_query=Doriot%20Anthony%20Dwyer%20flute,"Find publicly available performances, interviews and masterclasses."
RS0181,FM036,Doriot Anthony Dwyer,多里奧特・安東尼・德懷爾,spotify_search,https://open.spotify.com/search/Doriot%20Anthony%20Dwyer%20flute,Search streaming releases; verify against labels/catalogues before citation.
RS0182,FM037,Lois Schaefer,露易絲・謝弗,musicbrainz_search,https://musicbrainz.org/search?query=Lois%20Schaefer%20flute&type=artist&method=indexed,Search MusicBrainz for an artist recording authority.
RS0183,FM037,Lois Schaefer,露易絲・謝弗,discogs_search,https://www.discogs.com/search/?q=Lois%20Schaefer%20flute&type=all,Search Discogs for commercial releases.
RS0184,FM037,Lois Schaefer,露易絲・謝弗,worldcat_recordings,https://search.worldcat.org/search?q=Lois%20Schaefer%20flute%20recordings,Search library catalogues for recordings and media holdings.
RS0185,FM037,Lois Schaefer,露易絲・謝弗,youtube_performance_search,https://www.youtube.com/results?search_query=Lois%20Schaefer%20flute,"Find publicly available performances, interviews and masterclasses."
RS0186,FM037,Lois Schaefer,露易絲・謝弗,spotify_search,https://open.spotify.com/search/Lois%20Schaefer%20flute,Search streaming releases; verify against labels/catalogues before citation.
RS0187,FM038,Bernard Goldberg,伯納德・戈德堡,musicbrainz_search,https://musicbrainz.org/search?query=Bernard%20Goldberg%20flute&type=artist&method=indexed,Search MusicBrainz for an artist recording authority.
RS0188,FM038,Bernard Goldberg,伯納德・戈德堡,discogs_search,https://www.discogs.com/search/?q=Bernard%20Goldberg%20flute&type=all,Search Discogs for commercial releases.
RS0189,FM038,Bernard Goldberg,伯納德・戈德堡,worldcat_recordings,https://search.worldcat.org/search?q=Bernard%20Goldberg%20flute%20recordings,Search library catalogues for recordings and media holdings.
RS0190,FM038,Bernard Goldberg,伯納德・戈德堡,youtube_performance_search,https://www.youtube.com/results?search_query=Bernard%20Goldberg%20flute,"Find publicly available performances, interviews and masterclasses."
RS0191,FM038,Bernard Goldberg,伯納德・戈德堡,spotify_search,https://open.spotify.com/search/Bernard%20Goldberg%20flute,Search streaming releases; verify against labels/catalogues before citation.
RS0192,FM039,John Krell,約翰・克雷爾,musicbrainz_search,https://musicbrainz.org/search?query=John%20Krell%20flute&type=artist&method=indexed,Search MusicBrainz for an artist recording authority.
RS0193,FM039,John Krell,約翰・克雷爾,discogs_search,https://www.discogs.com/search/?q=John%20Krell%20flute&type=all,Search Discogs for commercial releases.
RS0194,FM039,John Krell,約翰・克雷爾,worldcat_recordings,https://search.worldcat.org/search?q=John%20Krell%20flute%20recordings,Search library catalogues for recordings and media holdings.
RS0195,FM039,John Krell,約翰・克雷爾,youtube_performance_search,https://www.youtube.com/results?search_query=John%20Krell%20flute,"Find publicly available performances, interviews and masterclasses."
RS0196,FM039,John Krell,約翰・克雷爾,spotify_search,https://open.spotify.com/search/John%20Krell%20flute,Search streaming releases; verify against labels/catalogues before citation.
RS0197,FM040,Walfrid Kujala,瓦爾弗里德・庫亞拉,musicbrainz_search,https://musicbrainz.org/search?query=Walfrid%20Kujala%20flute&type=artist&method=indexed,Search MusicBrainz for an artist recording authority.
RS0198,FM040,Walfrid Kujala,瓦爾弗里德・庫亞拉,discogs_search,https://www.discogs.com/search/?q=Walfrid%20Kujala%20flute&type=all,Search Discogs for commercial releases.
RS0199,FM040,Walfrid Kujala,瓦爾弗里德・庫亞拉,worldcat_recordings,https://search.worldcat.org/search?q=Walfrid%20Kujala%20flute%20recordings,Search library catalogues for recordings and media holdings.
RS0200,FM040,Walfrid Kujala,瓦爾弗里德・庫亞拉,youtube_performance_search,https://www.youtube.com/results?search_query=Walfrid%20Kujala%20flute,"Find publicly available performances, interviews and masterclasses."
RS0201,FM040,Walfrid Kujala,瓦爾弗里德・庫亞拉,spotify_search,https://open.spotify.com/search/Walfrid%20Kujala%20flute,Search streaming releases; verify against labels/catalogues before citation.
RS0202,FM041,Donald Peck,唐納德・佩克,musicbrainz_search,https://musicbrainz.org/search?query=Donald%20Peck%20flute&type=artist&method=indexed,Search MusicBrainz for an artist recording authority.
RS0203,FM041,Donald Peck,唐納德・佩克,discogs_search,https://www.discogs.com/search/?q=Donald%20Peck%20flute&type=all,Search Discogs for commercial releases.
RS0204,FM041,Donald Peck,唐納德・佩克,worldcat_recordings,https://search.worldcat.org/search?q=Donald%20Peck%20flute%20recordings,Search library catalogues for recordings and media holdings.
RS0205,FM041,Donald Peck,唐納德・佩克,youtube_performance_search,https://www.youtube.com/results?search_query=Donald%20Peck%20flute,"Find publicly available performances, interviews and masterclasses."
RS0206,FM041,Donald Peck,唐納德・佩克,spotify_search,https://open.spotify.com/search/Donald%20Peck%20flute,Search streaming releases; verify against labels/catalogues before citation.
RS0207,FM042,Jeanne Baxtresser,珍妮・巴克斯特雷瑟,musicbrainz_artist,https://musicbrainz.org/artist/5b103e52-b3d0-4a5d-8b83-ae250bc29204,MusicBrainz artist page for recordings and release groups.
RS0208,FM042,Jeanne Baxtresser,珍妮・巴克斯特雷瑟,discogs_artist,https://www.discogs.com/artist/2066200,Discogs artist page for commercial release data.
RS0209,FM042,Jeanne Baxtresser,珍妮・巴克斯特雷瑟,worldcat_recordings,https://search.worldcat.org/search?q=Jeanne%20Baxtresser%20flute%20recordings,Search library catalogues for recordings and media holdings.
RS0210,FM042,Jeanne Baxtresser,珍妮・巴克斯特雷瑟,youtube_performance_search,https://www.youtube.com/results?search_query=Jeanne%20Baxtresser%20flute,"Find publicly available performances, interviews and masterclasses."
RS0211,FM042,Jeanne Baxtresser,珍妮・巴克斯特雷瑟,spotify_search,https://open.spotify.com/search/Jeanne%20Baxtresser%20flute,Search streaming releases; verify against labels/catalogues before citation.
RS0212,FM043,Bonita Boyd,博妮塔・博伊德,musicbrainz_search,https://musicbrainz.org/search?query=Bonita%20Boyd%20flute&type=artist&method=indexed,Search MusicBrainz for an artist recording authority.
RS0213,FM043,Bonita Boyd,博妮塔・博伊德,discogs_search,https://www.discogs.com/search/?q=Bonita%20Boyd%20flute&type=all,Search Discogs for commercial releases.
RS0214,FM043,Bonita Boyd,博妮塔・博伊德,worldcat_recordings,https://search.worldcat.org/search?q=Bonita%20Boyd%20flute%20recordings,Search library catalogues for recordings and media holdings.
RS0215,FM043,Bonita Boyd,博妮塔・博伊德,youtube_performance_search,https://www.youtube.com/results?search_query=Bonita%20Boyd%20flute,"Find publicly available performances, interviews and masterclasses."
RS0216,FM043,Bonita Boyd,博妮塔・博伊德,spotify_search,https://open.spotify.com/search/Bonita%20Boyd%20flute,Search streaming releases; verify against labels/catalogues before citation.
RS0217,FM044,Carol Wincenc,卡羅爾・溫森克,musicbrainz_artist,https://musicbrainz.org/artist/2ff42b00-869a-494f-a6db-c2eb98de0ae6,MusicBrainz artist page for recordings and release groups.
RS0218,FM044,Carol Wincenc,卡羅爾・溫森克,discogs_artist,https://www.discogs.com/artist/724885,Discogs artist page for commercial release data.
RS0219,FM044,Carol Wincenc,卡羅爾・溫森克,worldcat_recordings,https://search.worldcat.org/search?q=Carol%20Wincenc%20flute%20recordings,Search library catalogues for recordings and media holdings.
RS0220,FM044,Carol Wincenc,卡羅爾・溫森克,youtube_performance_search,https://www.youtube.com/results?search_query=Carol%20Wincenc%20flute,"Find publicly available performances, interviews and masterclasses."
RS0221,FM044,Carol Wincenc,卡羅爾・溫森克,spotify_search,https://open.spotify.com/search/Carol%20Wincenc%20flute,Search streaming releases; verify against labels/catalogues before citation.
RS0222,FM045,Leone Buyse,萊昂・拜斯,musicbrainz_search,https://musicbrainz.org/search?query=Leone%20Buyse%20flute&type=artist&method=indexed,Search MusicBrainz for an artist recording authority.
RS0223,FM045,Leone Buyse,萊昂・拜斯,discogs_artist,https://www.discogs.com/artist/1767606,Discogs artist page for commercial release data.
RS0224,FM045,Leone Buyse,萊昂・拜斯,worldcat_recordings,https://search.worldcat.org/search?q=Leone%20Buyse%20flute%20recordings,Search library catalogues for recordings and media holdings.
RS0225,FM045,Leone Buyse,萊昂・拜斯,youtube_performance_search,https://www.youtube.com/results?search_query=Leone%20Buyse%20flute,"Find publicly available performances, interviews and masterclasses."
RS0226,FM045,Leone Buyse,萊昂・拜斯,spotify_search,https://open.spotify.com/search/Leone%20Buyse%20flute,Search streaming releases; verify against labels/catalogues before citation.
RS0227,FM046,Paula Robison,寶拉・羅賓遜,musicbrainz_artist,https://musicbrainz.org/artist/4ec969ea-4f63-4a0b-a502-1389966686c4,MusicBrainz artist page for recordings and release groups.
RS0228,FM046,Paula Robison,寶拉・羅賓遜,discogs_artist,https://www.discogs.com/artist/978651,Discogs artist page for commercial release data.
RS0229,FM046,Paula Robison,寶拉・羅賓遜,worldcat_recordings,https://search.worldcat.org/search?q=Paula%20Robison%20flute%20recordings,Search library catalogues for recordings and media holdings.
RS0230,FM046,Paula Robison,寶拉・羅賓遜,youtube_performance_search,https://www.youtube.com/results?search_query=Paula%20Robison%20flute,"Find publicly available performances, interviews and masterclasses."
RS0231,FM046,Paula Robison,寶拉・羅賓遜,spotify_search,https://open.spotify.com/search/Paula%20Robison%20flute,Search streaming releases; verify against labels/catalogues before citation.
RS0232,FM047,Ransom Wilson,蘭森・威爾遜,musicbrainz_artist,https://musicbrainz.org/artist/d4545789-e3ec-4d74-b3a4-99339d6df353,MusicBrainz artist page for recordings and release groups.
RS0233,FM047,Ransom Wilson,蘭森・威爾遜,musicbrainz_artist,https://musicbrainz.org/artist/5d4a639b-e6bc-4191-82da-1215516e2539,MusicBrainz artist page for recordings and release groups.
RS0234,FM047,Ransom Wilson,蘭森・威爾遜,discogs_artist,https://www.discogs.com/artist/1307558,Discogs artist page for commercial release data.
RS0235,FM047,Ransom Wilson,蘭森・威爾遜,worldcat_recordings,https://search.worldcat.org/search?q=Ransom%20Wilson%20flute%20recordings,Search library catalogues for recordings and media holdings.
RS0236,FM047,Ransom Wilson,蘭森・威爾遜,youtube_performance_search,https://www.youtube.com/results?search_query=Ransom%20Wilson%20flute,"Find publicly available performances, interviews and masterclasses."
RS0237,FM047,Ransom Wilson,蘭森・威爾遜,spotify_search,https://open.spotify.com/search/Ransom%20Wilson%20flute,Search streaming releases; verify against labels/catalogues before citation.
RS0238,FM048,Robert Aitken,羅伯特・艾特肯,musicbrainz_search,https://musicbrainz.org/search?query=Robert%20Aitken%20flute&type=artist&method=indexed,Search MusicBrainz for an artist recording authority.
RS0239,FM048,Robert Aitken,羅伯特・艾特肯,discogs_search,https://www.discogs.com/search/?q=Robert%20Aitken%20flute&type=all,Search Discogs for commercial releases.
RS0240,FM048,Robert Aitken,羅伯特・艾特肯,worldcat_recordings,https://search.worldcat.org/search?q=Robert%20Aitken%20flute%20recordings,Search library catalogues for recordings and media holdings.
RS0241,FM048,Robert Aitken,羅伯特・艾特肯,youtube_performance_search,https://www.youtube.com/results?search_query=Robert%20Aitken%20flute,"Find publicly available performances, interviews and masterclasses."
RS0242,FM048,Robert Aitken,羅伯特・艾特肯,spotify_search,https://open.spotify.com/search/Robert%20Aitken%20flute,Search streaming releases; verify against labels/catalogues before citation.
RS0243,FM049,Hubert Laws,休伯特・勞斯,musicbrainz_artist,https://musicbrainz.org/artist/82208529-b45a-4b3e-92dd-02f6b14c6f18,MusicBrainz artist page for recordings and release groups.
RS0244,FM049,Hubert Laws,休伯特・勞斯,discogs_artist,https://www.discogs.com/artist/40235,Discogs artist page for commercial release data.
RS0245,FM049,Hubert Laws,休伯特・勞斯,worldcat_recordings,https://search.worldcat.org/search?q=Hubert%20Laws%20flute%20recordings,Search library catalogues for recordings and media holdings.
RS0246,FM049,Hubert Laws,休伯特・勞斯,youtube_performance_search,https://www.youtube.com/results?search_query=Hubert%20Laws%20flute,"Find publicly available performances, interviews and masterclasses."
RS0247,FM049,Hubert Laws,休伯特・勞斯,spotify_search,https://open.spotify.com/search/Hubert%20Laws%20flute,Search streaming releases; verify against labels/catalogues before citation.
RS0248,FM050,James Pellerite,詹姆斯・佩勒賴特,musicbrainz_search,https://musicbrainz.org/search?query=James%20Pellerite%20flute&type=artist&method=indexed,Search MusicBrainz for an artist recording authority.
RS0249,FM050,James Pellerite,詹姆斯・佩勒賴特,discogs_search,https://www.discogs.com/search/?q=James%20Pellerite%20flute&type=all,Search Discogs for commercial releases.
RS0250,FM050,James Pellerite,詹姆斯・佩勒賴特,worldcat_recordings,https://search.worldcat.org/search?q=James%20Pellerite%20flute%20recordings,Search library catalogues for recordings and media holdings.
RS0251,FM050,James Pellerite,詹姆斯・佩勒賴特,youtube_performance_search,https://www.youtube.com/results?search_query=James%20Pellerite%20flute,"Find publicly available performances, interviews and masterclasses."
RS0252,FM050,James Pellerite,詹姆斯・佩勒賴特,spotify_search,https://open.spotify.com/search/James%20Pellerite%20flute,Search streaming releases; verify against labels/catalogues before citation.
RS0253,FM051,Robert Dick,羅伯特・迪克,musicbrainz_search,https://musicbrainz.org/search?query=Robert%20Dick%20flute&type=artist&method=indexed,Search MusicBrainz for an artist recording authority.
RS0254,FM051,Robert Dick,羅伯特・迪克,discogs_search,https://www.discogs.com/search/?q=Robert%20Dick%20flute&type=all,Search Discogs for commercial releases.
RS0255,FM051,Robert Dick,羅伯特・迪克,worldcat_recordings,https://search.worldcat.org/search?q=Robert%20Dick%20flute%20recordings,Search library catalogues for recordings and media holdings.
RS0256,FM051,Robert Dick,羅伯特・迪克,youtube_performance_search,https://www.youtube.com/results?search_query=Robert%20Dick%20flute,"Find publicly available performances, interviews and masterclasses."
RS0257,FM051,Robert Dick,羅伯特・迪克,spotify_search,https://open.spotify.com/search/Robert%20Dick%20flute,Search streaming releases; verify against labels/catalogues before citation.
RS0258,FM052,Harvey Sollberger,哈維・索爾伯格,musicbrainz_artist,https://musicbrainz.org/artist/61f809ec-c761-4a66-a757-10215e049778,MusicBrainz artist page for recordings and release groups.
RS0259,FM052,Harvey Sollberger,哈維・索爾伯格,discogs_artist,https://www.discogs.com/artist/648954,Discogs artist page for commercial release data.
RS0260,FM052,Harvey Sollberger,哈維・索爾伯格,worldcat_recordings,https://search.worldcat.org/search?q=Harvey%20Sollberger%20flute%20recordings,Search library catalogues for recordings and media holdings.
RS0261,FM052,Harvey Sollberger,哈維・索爾伯格,youtube_performance_search,https://www.youtube.com/results?search_query=Harvey%20Sollberger%20flute,"Find publicly available performances, interviews and masterclasses."
RS0262,FM052,Harvey Sollberger,哈維・索爾伯格,spotify_search,https://open.spotify.com/search/Harvey%20Sollberger%20flute,Search streaming releases; verify against labels/catalogues before citation.
RS0263,FM053,András Adorján,安德拉什・阿多揚,musicbrainz_search,https://musicbrainz.org/search?query=Andr%C3%A1s%20Adorj%C3%A1n%20flute&type=artist&method=indexed,Search MusicBrainz for an artist recording authority.
RS0264,FM053,András Adorján,安德拉什・阿多揚,discogs_search,https://www.discogs.com/search/?q=Andr%C3%A1s%20Adorj%C3%A1n%20flute&type=all,Search Discogs for commercial releases.
RS0265,FM053,András Adorján,安德拉什・阿多揚,worldcat_recordings,https://search.worldcat.org/search?q=Andr%C3%A1s%20Adorj%C3%A1n%20flute%20recordings,Search library catalogues for recordings and media holdings.
RS0266,FM053,András Adorján,安德拉什・阿多揚,youtube_performance_search,https://www.youtube.com/results?search_query=Andr%C3%A1s%20Adorj%C3%A1n%20flute,"Find publicly available performances, interviews and masterclasses."
RS0267,FM053,András Adorján,安德拉什・阿多揚,spotify_search,https://open.spotify.com/search/Andr%C3%A1s%20Adorj%C3%A1n%20flute,Search streaming releases; verify against labels/catalogues before citation.
RS0268,FM054,Keith Underwood,基思・安德伍德,musicbrainz_search,https://musicbrainz.org/search?query=Keith%20Underwood%20flute&type=artist&method=indexed,Search MusicBrainz for an artist recording authority.
RS0269,FM054,Keith Underwood,基思・安德伍德,discogs_search,https://www.discogs.com/search/?q=Keith%20Underwood%20flute&type=all,Search Discogs for commercial releases.
RS0270,FM054,Keith Underwood,基思・安德伍德,worldcat_recordings,https://search.worldcat.org/search?q=Keith%20Underwood%20flute%20recordings,Search library catalogues for recordings and media holdings.
RS0271,FM054,Keith Underwood,基思・安德伍德,youtube_performance_search,https://www.youtube.com/results?search_query=Keith%20Underwood%20flute,"Find publicly available performances, interviews and masterclasses."
RS0272,FM054,Keith Underwood,基思・安德伍德,spotify_search,https://open.spotify.com/search/Keith%20Underwood%20flute,Search streaming releases; verify against labels/catalogues before citation.
RS0273,FM055,Jim Walker,吉姆・沃克,musicbrainz_search,https://musicbrainz.org/search?query=Jim%20Walker%20flute&type=artist&method=indexed,Search MusicBrainz for an artist recording authority.
RS0274,FM055,Jim Walker,吉姆・沃克,discogs_search,https://www.discogs.com/search/?q=Jim%20Walker%20flute&type=all,Search Discogs for commercial releases.
RS0275,FM055,Jim Walker,吉姆・沃克,worldcat_recordings,https://search.worldcat.org/search?q=Jim%20Walker%20flute%20recordings,Search library catalogues for recordings and media holdings.
RS0276,FM055,Jim Walker,吉姆・沃克,youtube_performance_search,https://www.youtube.com/results?search_query=Jim%20Walker%20flute,"Find publicly available performances, interviews and masterclasses."
RS0277,FM055,Jim Walker,吉姆・沃克,spotify_search,https://open.spotify.com/search/Jim%20Walker%20flute,Search streaming releases; verify against labels/catalogues before citation.
RS0278,FM056,Barthold Kuijken,巴托爾德・奎肯,musicbrainz_artist,https://musicbrainz.org/artist/78d102d1-c148-4cbe-8d05-32b866a9fa21,MusicBrainz artist page for recordings and release groups.
RS0279,FM056,Barthold Kuijken,巴托爾德・奎肯,discogs_artist,https://www.discogs.com/artist/836884,Discogs artist page for commercial release data.
RS0280,FM056,Barthold Kuijken,巴托爾德・奎肯,worldcat_recordings,https://search.worldcat.org/search?q=Barthold%20Kuijken%20flute%20recordings,Search library catalogues for recordings and media holdings.
RS0281,FM056,Barthold Kuijken,巴托爾德・奎肯,youtube_performance_search,https://www.youtube.com/results?search_query=Barthold%20Kuijken%20flute,"Find publicly available performances, interviews and masterclasses."
RS0282,FM056,Barthold Kuijken,巴托爾德・奎肯,spotify_search,https://open.spotify.com/search/Barthold%20Kuijken%20flute,Search streaming releases; verify against labels/catalogues before citation.
RS0283,FM057,Frans Brüggen,弗蘭斯・布呂根,musicbrainz_artist,https://musicbrainz.org/artist/2ef36a7b-c93c-4e05-9d23-2dd9f85c653a,MusicBrainz artist page for recordings and release groups.
RS0284,FM057,Frans Brüggen,弗蘭斯・布呂根,discogs_artist,https://www.discogs.com/artist/870792,Discogs artist page for commercial release data.
RS0285,FM057,Frans Brüggen,弗蘭斯・布呂根,worldcat_recordings,https://search.worldcat.org/search?q=Frans%20Br%C3%BCggen%20flute%20recordings,Search library catalogues for recordings and media holdings.
RS0286,FM057,Frans Brüggen,弗蘭斯・布呂根,youtube_performance_search,https://www.youtube.com/results?search_query=Frans%20Br%C3%BCggen%20flute,"Find publicly available performances, interviews and masterclasses."
RS0287,FM057,Frans Brüggen,弗蘭斯・布呂根,spotify_search,https://open.spotify.com/search/Frans%20Br%C3%BCggen%20flute,Search streaming releases; verify against labels/catalogues before citation.
RS0288,FM058,Stephen Preston,史蒂芬・普雷斯頓,musicbrainz_search,https://musicbrainz.org/search?query=Stephen%20Preston%20flute&type=artist&method=indexed,Search MusicBrainz for an artist recording authority.
RS0289,FM058,Stephen Preston,史蒂芬・普雷斯頓,discogs_search,https://www.discogs.com/search/?q=Stephen%20Preston%20flute&type=all,Search Discogs for commercial releases.
RS0290,FM058,Stephen Preston,史蒂芬・普雷斯頓,worldcat_recordings,https://search.worldcat.org/search?q=Stephen%20Preston%20flute%20recordings,Search library catalogues for recordings and media holdings.
RS0291,FM058,Stephen Preston,史蒂芬・普雷斯頓,youtube_performance_search,https://www.youtube.com/results?search_query=Stephen%20Preston%20flute,"Find publicly available performances, interviews and masterclasses."
RS0292,FM058,Stephen Preston,史蒂芬・普雷斯頓,spotify_search,https://open.spotify.com/search/Stephen%20Preston%20flute,Search streaming releases; verify against labels/catalogues before citation.
RS0293,FM059,Wilbert Hazelzet,威爾伯特・哈澤爾澤特,musicbrainz_artist,https://musicbrainz.org/artist/e64f6678-6f11-4a41-8706-9b61245f92a7,MusicBrainz artist page for recordings and release groups.
RS0294,FM059,Wilbert Hazelzet,威爾伯特・哈澤爾澤特,discogs_artist,https://www.discogs.com/artist/837115,Discogs artist page for commercial release data.
RS0295,FM059,Wilbert Hazelzet,威爾伯特・哈澤爾澤特,worldcat_recordings,https://search.worldcat.org/search?q=Wilbert%20Hazelzet%20flute%20recordings,Search library catalogues for recordings and media holdings.
RS0296,FM059,Wilbert Hazelzet,威爾伯特・哈澤爾澤特,youtube_performance_search,https://www.youtube.com/results?search_query=Wilbert%20Hazelzet%20flute,"Find publicly available performances, interviews and masterclasses."
RS0297,FM059,Wilbert Hazelzet,威爾伯特・哈澤爾澤特,spotify_search,https://open.spotify.com/search/Wilbert%20Hazelzet%20flute,Search streaming releases; verify against labels/catalogues before citation.
RS0298,FM060,Rachel Brown,瑞秋・布朗,musicbrainz_search,https://musicbrainz.org/search?query=Rachel%20Brown%20flute&type=artist&method=indexed,Search MusicBrainz for an artist recording authority.
RS0299,FM060,Rachel Brown,瑞秋・布朗,discogs_search,https://www.discogs.com/search/?q=Rachel%20Brown%20flute&type=all,Search Discogs for commercial releases.
RS0300,FM060,Rachel Brown,瑞秋・布朗,worldcat_recordings,https://search.worldcat.org/search?q=Rachel%20Brown%20flute%20recordings,Search library catalogues for recordings and media holdings.
RS0301,FM060,Rachel Brown,瑞秋・布朗,youtube_performance_search,https://www.youtube.com/results?search_query=Rachel%20Brown%20flute,"Find publicly available performances, interviews and masterclasses."
RS0302,FM060,Rachel Brown,瑞秋・布朗,spotify_search,https://open.spotify.com/search/Rachel%20Brown%20flute,Search streaming releases; verify against labels/catalogues before citation.
RS0303,FM061,Lisa Beznosiuk,麗莎・貝茲諾修克,musicbrainz_artist,https://musicbrainz.org/artist/65dff25a-98a5-4546-8f52-0e12973afe5d,MusicBrainz artist page for recordings and release groups.
RS0304,FM061,Lisa Beznosiuk,麗莎・貝茲諾修克,discogs_artist,https://www.discogs.com/artist/836774,Discogs artist page for commercial release data.
RS0305,FM061,Lisa Beznosiuk,麗莎・貝茲諾修克,worldcat_recordings,https://search.worldcat.org/search?q=Lisa%20Beznosiuk%20flute%20recordings,Search library catalogues for recordings and media holdings.
RS0306,FM061,Lisa Beznosiuk,麗莎・貝茲諾修克,youtube_performance_search,https://www.youtube.com/results?search_query=Lisa%20Beznosiuk%20flute,"Find publicly available performances, interviews and masterclasses."
RS0307,FM061,Lisa Beznosiuk,麗莎・貝茲諾修克,spotify_search,https://open.spotify.com/search/Lisa%20Beznosiuk%20flute,Search streaming releases; verify against labels/catalogues before citation.
RS0308,FM062,Claire Guimond,克萊兒・吉蒙,musicbrainz_search,https://musicbrainz.org/search?query=Claire%20Guimond%20flute&type=artist&method=indexed,Search MusicBrainz for an artist recording authority.
RS0309,FM062,Claire Guimond,克萊兒・吉蒙,discogs_search,https://www.discogs.com/search/?q=Claire%20Guimond%20flute&type=all,Search Discogs for commercial releases.
RS0310,FM062,Claire Guimond,克萊兒・吉蒙,worldcat_recordings,https://search.worldcat.org/search?q=Claire%20Guimond%20flute%20recordings,Search library catalogues for recordings and media holdings.
